Feature ID,T14,S15,T18,S01,S23,T28,T03,S04,Taxon,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence,DomainBactOnly
5abf13e8677c9f5a5d67ebeb280e584e,0,0,0,2,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__Acidaminobacter_sp.,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter, s__Acidaminobacter_sp.,0.755405087,No
f86ac4ddaa5d966a73042b1ad8b31d43,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,NA,NA,0.846637969,No
2b55fad9984926b35a8a6274ccb94faf,0,0,0,2,0,0,0,0,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales,d__Bacteria,p__Fusobacteriota,c__Fusobacteriia,o__Fusobacteriales,NA,NA,NA,0.999999998,No
5295b88b2e9a2fde327cfc2d9c0515b6,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,NA,NA,NA,0.733228042,No
28ba4ab13aca463a340a92c2be54018f,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera; s__bacterium_SH5-9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera, s__bacterium_SH5-9,0.929013963,No
96381ae94d933f40142869168ccdb23f,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Nitrincolaceae; g__Amphritea; s__uncultured_gamma,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Nitrincolaceae,g__Amphritea, s__uncultured_gamma,0.979755477,No
ffd5cc2ba82e9d2d742b4d1582174bdf,0,0,0,2,0,0,0,0,d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Gaiellales,f__uncultured,g__uncultured,NA,0.992321663,No
cb90fa0ab67e68ea36b0a038ffde79f0,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria,d__Bacteria,p__Proteobacteria,NA,NA,NA,NA,NA,0.935415668,No
d8c7c8f3b8f31fc813c68183478f330c,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,NA,NA,NA,0.950686779,No
e5adefe5697cb861557aada12dfd9833,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Vibrio,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Vibrio,NA,0.944412457,No
f22c6dbeef4d1dc6e4f7ccde8bca081d,0,0,0,2,0,0,0,0,d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales; f__PRD18C08; g__PRD18C08; s__uncultured_bacterium,d__Bacteria,p__Verrucomicrobiota,c__Lentisphaeria,o__Victivallales,f__PRD18C08,g__PRD18C08, s__uncultured_bacterium,0.777517439,No
eda0b354df8a3f3f32aac940ea338ac9,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae; g__Photobacterium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,g__Photobacterium,NA,0.997426278,No
192f01e562c45558dac86025abf9560b,0,0,0,2,0,0,0,0,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,NA,NA,0.955643041,No
388006ae7e91816a24fd50ddf7d6559d,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999769583,No
892263b5af84da9cfc1c95c41151660b,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Saccharospirillaceae; g__Thalassolituus,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Thalassolituus,NA,0.962055587,No
1547c362b3bfe123fa01826e0328155c,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Spongiibacteraceae; g__BD1-7_clade; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__BD1-7_clade, s__uncultured_bacterium,0.816846036,No
7db0aeb89decfe9e3100b3f3c674d8fc,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,NA,0.999736304,No
d08c05fd22a9aebfea837155a4fdc317,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,NA,NA,NA,NA,0.999925231,No
78f32101d7e0fe8e6bc2837d9e207bb8,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.982330576,No
3494f6eadcba539435b19850bce82a77,0,0,0,2,0,0,0,0,d__Bacteria,d__Bacteria,NA,NA,NA,NA,NA,NA,0.999999984,Yes
eb6393f91cbf2999ca267ca9462a23ee,0,0,0,2,0,0,0,0,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Malaciobacter,NA,0.884919475,No
73bdcf7782b7f7b9c476baecef88eaf5,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Marinifilum,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,NA,0.999957857,No
2e16d89823dd7a64ee9882c5d69d84a4,0,0,0,2,0,0,0,0,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,NA,0.999999985,No
a486e619d9e32e57a64270e9ed438fc0,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.998853948,No
8bd8df853160e7ac4fe125f40ed3f65f,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Kangiellaceae; g__Aliikangiella; s__Aliikangiella_marina,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Kangiellaceae,g__Aliikangiella, s__Aliikangiella_marina,0.948942148,No
709196d1c2b67c8bdacb3503bcdb9445,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudohongiellaceae; g__Pseudohongiella,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudohongiellaceae,g__Pseudohongiella,NA,0.913835339,No
11d7dbee98b2e89c4d7b3c3a18b7fdce,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Lentilitoribacter,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Lentilitoribacter,NA,0.998272435,No
e552d9af7e2eebc73dcb6efa4ee188ae,0,0,0,2,0,0,0,0,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,NA,0.999999999,No
286368b2140b1cc6f655891fc60183df,0,0,0,2,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__Acidaminobacter_sp.,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter, s__Acidaminobacter_sp.,0.754422181,No
c5c1bcbd17cbaddc6ef93b657dec4703,0,0,0,2,0,0,0,0,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__SM1A02,NA,0.999999802,No
b6b2a8fdec41dc03ae91a654a15003d5,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Marinifilaceae; g__Marinifilum,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Marinifilaceae,g__Marinifilum,NA,0.999999995,No
b1de0e1879638cb3ac9e3edf5f520dd1,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Vibrionaceae,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae,NA,NA,0.999956208,No
4b9e3096e0d7d5a8633ac09111fcc38c,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Cohaesibacter; s__Cohaesibacter_marisflavi,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Cohaesibacter, s__Cohaesibacter_marisflavi,0.75411812,No
091fc602e2b831cdcd67e668508caed0,0,0,0,2,0,0,0,0,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Apicomplexa_sp.,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast, s__Apicomplexa_sp.,0.855619198,No
3c01e229808e8bf2109e0d4b4ed328aa,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,NA,NA,NA,0.81051647,No
9762b93c05aeddfaacc499106bfcf2ec,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Proteobacteria; o__Proteobacteria; f__Proteobacteria; g__Proteobacteria; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Proteobacteria,o__Proteobacteria,f__Proteobacteria,g__Proteobacteria, s__uncultured_bacterium,0.827841329,No
96dd1a7a4b907aa6f04138b65eff8b12,0,0,0,2,0,0,0,0,d__Bacteria; p__Verrucomicrobiota; c__Chlamydiae; o__Chlamydiales; f__Chlamydiaceae; g__Chlamydiaceae; s__uncultured_Chlamydiales,d__Bacteria,p__Verrucomicrobiota,c__Chlamydiae,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydiaceae, s__uncultured_Chlamydiales,0.766688153,No
92f7c8448743f340c39ba820603321dc,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__SM2D12; g__SM2D12; s__uncultured_organism,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__SM2D12,g__SM2D12, s__uncultured_organism,0.948473581,No
6f410223fc180f1fef4ec8edcd5dbded,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Shimia,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Shimia,NA,0.816717923,No
9dd24f7a7d6ff44cb16a2e60005a29f9,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera; s__bacterium_SH5-9,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera, s__bacterium_SH5-9,0.770102656,No
8f0c735b7337a5cbf99e941d97d98120,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia,d__Bacteria,p__Bacteroidota,c__Bacteroidia,NA,NA,NA,NA,0.99999959,No
8e9d10ea666af3a4ed9ddd0163a46ed5,0,0,0,2,0,0,0,0,d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190,NA,0.999999986,No
360eb0e632818112e317f25cfdfe5a4f,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__uncultured,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae,g__uncultured,NA,0.997086969,No
9c5d7141218e45021a448f24623c4dbe,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Micavibrionales; f__Micavibrionaceae; g__uncultured; s__uncultured_organism,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Micavibrionales,f__Micavibrionaceae,g__uncultured, s__uncultured_organism,0.709969205,No
b9041bebef6ce8c892c37c85355ee005,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999432532,No
4790350add9c15900634a55e5a944363,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999624446,No
25f70d01a8cab53a01970e74bad5fd12,0,0,0,2,0,0,0,0,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Malaciobacter,NA,0.956837388,No
221d4ccf949566d0fef90d417540e28d,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,NA,NA,NA,0.711480639,No
bcea48298d4b5e9cff8f05d8513a9ac4,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Spongiibacteraceae; g__BD1-7_clade,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Spongiibacteraceae,g__BD1-7_clade,NA,0.757280048,No
a68ae685de3e827db69ad86e31dda1f0,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,NA,NA,NA,0.886283543,No
14d672b2c6b726b23553e1606985cc2a,0,0,0,2,0,0,0,0,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Blastopirellula,d__Bacteria,p__Planctomycetota,c__Planctomycetes,o__Pirellulales,f__Pirellulaceae,g__Blastopirellula,NA,0.9874265,No
b77f003d61f87e20b1192df666d6319b,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.709639576,No
8a935b215c210e05bc5861448b6be336,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999907709,No
c3ff129d9ada36761258c0f218f20216,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Saccharospirillaceae; g__Thalassolituus,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Thalassolituus,NA,0.855626845,No
e79864a4dee6e2206680e1b2135cb468,0,0,0,2,0,0,0,0,d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__Algisphaera; s__uncultured_bacterium,d__Bacteria,p__Planctomycetota,c__Phycisphaerae,o__Phycisphaerales,f__Phycisphaeraceae,g__Algisphaera, s__uncultured_bacterium,0.994966727,No
bf21b0ff03513fd3dc2bbd9a29ce2414,0,0,0,2,0,0,0,0,d__Bacteria; p__Desulfobacterota; c__Desulfobacteria; o__Desulfobacterales; f__Desulfobacteraceae; g__Desulfocella; s__uncultured_bacterium,d__Bacteria,p__Desulfobacterota,c__Desulfobacteria,o__Desulfobacterales,f__Desulfobacteraceae,g__Desulfocella, s__uncultured_bacterium,0.873692501,No
d83a465ab8c4e55a9d1dea5c9f6ef4e2,0,0,0,2,0,0,0,0,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Halarcobacter; s__uncultured_Arcobacter,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Halarcobacter, s__uncultured_Arcobacter,0.898437271,No
0c325a7a29a25a758e358f9c5629ccf2,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.999037353,No
4b731e69943b1f1ec2b2e93123e7ac56,0,0,0,2,0,0,0,0,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast,NA,0.999999989,No
aec12dc7aa5a53ed19297b20f9ae8b77,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.794587735,No
3dcb81771e34d234822fffb16f25ad17,0,0,0,2,0,0,0,0,d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__uncultured_bacterium,d__Bacteria,p__Planctomycetota,c__OM190,o__OM190,f__OM190,g__OM190, s__uncultured_bacterium,0.995851178,No
e0b2dcd4c7afc86fa6a57fe749b80f52,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Steroidobacterales; f__Woeseiaceae; g__Woeseia; s__uncultured_bacterium,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Steroidobacterales,f__Woeseiaceae,g__Woeseia, s__uncultured_bacterium,0.858715134,No
a8398e3c4ef9e5095326fe75c02b70fa,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Alteromonadaceae,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae,NA,NA,0.999999789,No
79c3df097da51174eff4c6c6530c70a3,0,0,0,2,0,0,0,0,d__Bacteria; p__Acidobacteriota; c__Thermoanaerobaculia; o__Thermoanaerobaculales; f__Thermoanaerobaculaceae; g__Subgroup_10; s__uncultured_Geobacter,d__Bacteria,p__Acidobacteriota,c__Thermoanaerobaculia,o__Thermoanaerobaculales,f__Thermoanaerobaculaceae,g__Subgroup_10, s__uncultured_Geobacter,0.999960452,No
9edfd268fe166b4a88df87c87bbc1d80,0,0,0,2,0,0,0,0,d__Bacteria; p__Myxococcota; c__bacteriap25; o__bacteriap25; f__bacteriap25; g__bacteriap25; s__uncultured_deep-sea,d__Bacteria,p__Myxococcota,c__bacteriap25,o__bacteriap25,f__bacteriap25,g__bacteriap25, s__uncultured_deep-sea,0.82427514,No
5dd6007dd05092d69d6e2f12340b9c40,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__uncultured; s__uncultured_Sphingobacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Cryomorphaceae,g__uncultured, s__uncultured_Sphingobacterium,0.763217281,No
e44b19efca17881ec5e98284798e1d6e,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Salinirepens; s__uncultured_Bacteroidetes,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Crocinitomicaceae,g__Salinirepens, s__uncultured_Bacteroidetes,0.993352311,No
80ed9e56096ebfa2f7f5ba52c56063d8,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Parvularculaceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Parvularculaceae,NA,NA,0.986515119,No
7db7c7ff9881d9b2747c1b891bf07ebd,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,NA,NA,NA,NA,0.999481579,No
97c6862cd33cd47347dc1016f793f5b1,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,NA,NA,NA,0.717393181,No
63c0aebc166f28339259cd9eba6b5b9a,0,0,0,2,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter; s__Acidaminobacter_sp.,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter, s__Acidaminobacter_sp.,0.763843302,No
2b0d8bc1a61861a93b79bc6fd77f5eef,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rickettsiales; f__AB1; g__AB1; s__uncultured_Alphaproteobacteria,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__AB1,g__AB1, s__uncultured_Alphaproteobacteria,0.975857102,No
36872b5fedf1bf6cb4439757f1591dd5,0,0,0,2,0,0,0,0,d__Bacteria; p__Firmicutes; c__Clostridia; o__Peptostreptococcales-Tissierellales; f__Fusibacteraceae; g__Fusibacter,d__Bacteria,p__Firmicutes,c__Clostridia,o__Peptostreptococcales-Tissierellales,f__Fusibacteraceae,g__Fusibacter,NA,0.999985254,No
0c9767c7d2af82e573cc399a421a9117,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae,NA,NA,0.978867375,No
1c054f45e67255a9cac7aa1e25c8afa9,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria,d__Bacteria,p__Proteobacteria,NA,NA,NA,NA,NA,0.857850532,No
7a5442d509682437e6da6ea2e4b94917,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Saccharospirillaceae; g__Oleibacter,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Saccharospirillaceae,g__Oleibacter,NA,0.709784192,No
6146a299a89001691d1b56e52d75ee80,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,NA,NA,NA,0.814929878,No
3d137a80c9b052ca224dcb667a1c1714,0,0,0,2,0,0,0,0,d__Bacteria; p__Campylobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Malaciobacter,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae,g__Malaciobacter,NA,0.828408305,No
c31e05853305e66ee2d173d2fb275bfc,0,0,0,2,0,0,0,0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__uncultured_bacterium,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__uncultured, s__uncultured_bacterium,0.835488663,No
a0a6be4ca2b3714fc9866c0071c095c5,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Methylophilaceae; g__Methylotenera; s__uncultured_beta,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Methylophilaceae,g__Methylotenera, s__uncultured_beta,0.798347692,No
7a398770745fc1ba910bae1e9f9b44ff,0,0,0,2,0,0,0,0,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,NA,NA,0.989058973,No
5bc097e1b91588e11cafb254371f04ad,0,0,0,2,0,0,0,0,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Ostreobium_quekettii,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__Chloroplast,g__Chloroplast, s__Ostreobium_quekettii,0.810211709,No
